;Produced by Yue Chen, @LANL, on Jul  3, 2018 - Lshell selection performed by Rafael Pires de Lima, on August 12, 2020
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data to be compared to model forecast results: Radial distributions of 1MeV electrons observed by RBSP-a between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), e- fluxes at L1/L2, .../Ln
;L values are shown in the top row

;format (I5, 3x, f10.4, 43e10.2)

  S/N         Time       4.00      4.10      4.20  
  701     146.0208   1.76e+03  2.45e+03  2.93e+03  
  702     146.2292   1.79e+03  2.64e+03  3.55e+03  
  703     146.4375   1.74e+03  3.06e+03  3.70e+03  
  704     146.6458   1.70e+03  2.68e+03  3.57e+03  
  705     146.8542   1.59e+03  2.55e+03  3.47e+03  
  706     147.0625   2.27e+03  3.09e+03  3.77e+03  
  707     147.2708   2.10e+03  3.09e+03  3.88e+03  
  708     147.4792   2.69e+03  3.68e+03  4.55e+03  
  709     147.6875   2.27e+03  3.31e+03  4.16e+03  
  710     147.8958   2.88e+03  3.84e+03  4.61e+03  
  711     148.1042   2.93e+03  3.99e+03  4.88e+03  
  712     148.3125   3.01e+03  3.96e+03  4.82e+03  
  713     148.5208   3.09e+03  3.93e+03  4.76e+03  
  714     148.7292   1.73e+03  2.27e+03  2.79e+03  
  715     148.9375   2.47e+03  3.08e+03  3.34e+03  
  716     149.1458   1.93e+03  2.54e+03  3.11e+03  
  717     149.3542   1.69e+03  2.33e+03  2.79e+03  
  718     149.5625   1.15e+03  1.75e+03  2.31e+03  
  719     149.7708   1.54e+03  2.01e+03  2.41e+03  
  720     149.9792   1.40e+03  1.87e+03  2.35e+03  
  721     150.1875   1.47e+03  1.98e+03  2.43e+03  
  722     150.3958   1.54e+03  2.09e+03  2.51e+03  
  723     150.6042   1.26e+03  1.77e+03  2.20e+03  
  724     150.8125   1.67e+03  2.08e+03  2.36e+03  
  725     151.0208   1.44e+03  1.95e+03  2.37e+03  
  726     151.2292   1.69e+03  2.16e+03  2.47e+03  
  727     151.4375   1.31e+03  1.77e+03  2.16e+03  
  728     151.6458   1.59e+03  2.09e+03  2.35e+03  
  729     151.8542   1.41e+03  1.80e+03  2.08e+03  
  730     152.0625   1.48e+03  1.89e+03  2.17e+03  
  731     152.2708   1.55e+03  1.98e+03  2.26e+03  
  732     152.4792   1.24e+03  1.65e+03  1.97e+03  
  733     152.6875   1.48e+03  1.86e+03  2.09e+03  
  734     152.8958   1.05e+03  1.41e+03  1.70e+03  
  735     153.1042   1.39e+03  1.65e+03  1.83e+03  
  736     153.3125   1.07e+03  1.39e+03  1.70e+03  
  737     153.5208   1.21e+03  1.52e+03  1.76e+03  
  738     153.7292   1.01e+03  1.29e+03  1.52e+03  
  739     153.9375   9.74e+02  1.26e+03  1.50e+03  
  740     154.1458   9.41e+02  1.22e+03  1.47e+03  
  741     154.3542   7.88e+02  1.04e+03  1.24e+03  
  742     154.5625   9.00e+02  1.13e+03  1.32e+03  
  743     154.7708   6.74e+02  9.08e+02  1.11e+03  
  744     154.9792   8.85e+02  1.08e+03  1.21e+03  
  745     155.1875   7.91e+02  1.03e+03  1.20e+03  
  746     155.3958   8.06e+02  9.99e+02  1.15e+03  
  747     155.6042   8.07e+02  1.01e+03  1.16e+03  
  748     155.8125   6.52e+02  8.13e+02  9.45e+02  
  749     156.0208   5.27e+02  6.55e+02  7.71e+02  
  750     156.2292   3.56e+02  4.56e+02  5.03e+02  
  751     156.4375   3.75e+02  4.62e+02  5.24e+02  
  752     156.6458   3.07e+02  3.98e+02  4.66e+02  
  753     156.8542   3.54e+02  4.09e+02  4.41e+02  
  754     157.0625   2.96e+02  3.71e+02  4.36e+02  
  755     157.2708   3.33e+02  4.01e+02  4.38e+02  
  756     157.4792   2.74e+02  3.33e+02  3.90e+02  
  757     157.6875   2.50e+02  2.79e+02  3.16e+02  
  758     157.8958   2.28e+02  2.88e+02  3.39e+02  
  759     158.1042   2.37e+02  3.00e+02  3.51e+02  
  760     158.3125   2.39e+02  2.93e+02  3.37e+02  
  761     158.5208   1.86e+02  2.44e+02  2.91e+02  
  762     158.7292   2.19e+02  2.72e+02  3.10e+02  
  763     158.9375   1.79e+02  2.21e+02  2.61e+02  
  764     159.1458   1.78e+02  2.62e+02  2.75e+02  
  765     159.3542   1.76e+02  2.22e+02  2.58e+02  
  766     159.5625   1.57e+02  2.02e+02  2.40e+02  
  767     159.7708   1.79e+02  2.13e+02  2.41e+02  
  768     159.9792   1.53e+02  1.95e+02  2.30e+02  
  769     160.1875   1.65e+02  2.03e+02  2.29e+02  
  770     160.3958   1.32e+02  1.71e+02  2.04e+02  
  771     160.6042   1.48e+02  1.82e+02  2.06e+02  
  772     160.8125   1.24e+02  1.56e+02  1.79e+02  
  773     161.0208   1.25e+02  1.54e+02  1.79e+02  
  774     161.2292   1.25e+02  1.53e+02  1.78e+02  
  775     161.4375   1.05e+02  1.31e+02  1.52e+02  
  776     161.6458   1.16e+02  1.37e+02  1.58e+02  
  777     161.8542   9.36e+01  1.19e+02  1.40e+02  
  778     162.0625   1.13e+02  1.35e+02  1.46e+02  
  779     162.2708   9.17e+01  1.15e+02  1.31e+02  
  780     162.4792   9.72e+01  1.18e+02  1.34e+02  
  781     162.6875   9.21e+01  1.11e+02  1.26e+02  
  782     162.8958   8.87e+01  1.08e+02  1.23e+02  
  783     163.1042   8.54e+01  1.05e+02  1.21e+02  
  784     163.3125   7.58e+01  9.30e+01  1.08e+02  
  785     163.5208   8.52e+01  1.02e+02  1.14e+02  
  786     163.7292   7.08e+01  8.79e+01  1.01e+02  
  787     163.9375   7.85e+01  9.18e+01  1.02e+02  
  788     164.1458   1.09e+02  1.34e+02  1.52e+02  
  789     164.3542   1.17e+02  1.40e+02  1.56e+02  
  790     164.5625   1.10e+02  1.31e+02  1.49e+02  
  791     164.7708   1.09e+02  1.29e+02  1.45e+02  
  792     164.9792   1.08e+02  1.27e+02  1.42e+02  
  793     165.1875   1.03e+02  1.25e+02  1.46e+02  
  794     165.3958   1.08e+02  1.25e+02  1.37e+02  
  795     165.6042   9.20e+01  1.12e+02  1.28e+02  
  796     165.8125   8.51e+01  9.88e+01  1.10e+02  
  797     166.0208   5.45e+01  7.00e+01  8.28e+01  
  798     166.2292   6.11e+01  7.37e+01  8.16e+01  
  799     166.4375   5.04e+01  6.23e+01  7.39e+01  
  800     166.6458   5.00e+01  6.21e+01  7.95e+01  
  801     166.8542   4.97e+01  6.18e+01  8.55e+01  
  802     167.0625   4.57e+01  5.68e+01  6.90e+01  
  803     167.2708   4.59e+01  5.75e+01  7.82e+01  
  804     167.4792   3.66e+01  4.73e+01  6.32e+01  
  805     167.6875   4.30e+01  5.93e+01  1.09e+02  
  806     167.8958   3.31e+01  4.33e+01  6.07e+01  
  807     168.1042   4.18e+01  6.76e+01  1.52e+02  
  808     168.3125   3.69e+01  5.70e+01  1.10e+02  
  809     168.5208   3.70e+01  5.77e+01  1.16e+02  
  810     168.7292   3.72e+01  5.84e+01  1.22e+02  
  811     168.9375   3.07e+01  4.23e+01  7.24e+01  
  812     169.1458   4.18e+01  7.34e+01  1.69e+02  
  813     169.3542   2.92e+01  4.03e+01  7.12e+01  
  814     169.5625   3.68e+01  6.16e+01  1.42e+02  
  815     169.7708   2.94e+01  4.30e+01  7.91e+01  
  816     169.9792   4.94e+01  1.07e+02  2.74e+02  
  817     170.1875   4.60e+01  1.05e+02  2.37e+02  
  818     170.3958   4.67e+01  1.12e+02  2.49e+02  
  819     170.6042   4.75e+01  1.19e+02  2.63e+02  
  820     170.8125   3.59e+01  7.41e+01  1.76e+02  
  821     171.0208   8.09e+01  1.93e+02  4.07e+02  
  822     171.2292   3.41e+01  7.34e+01  1.75e+02  
  823     171.4375   5.01e+01  1.16e+02  2.60e+02  
  824     171.6458   4.12e+01  8.98e+01  2.03e+02  
  825     171.8542   8.41e+01  1.78e+02  4.08e+02  
  826     172.0625   7.68e+01  1.86e+02  3.41e+02  
  827     172.2708   7.88e+01  1.72e+02  3.17e+02  
  828     172.4792   8.09e+01  1.59e+02  2.95e+02  
  829     172.6875   5.45e+01  1.22e+02  2.44e+02  
  830     172.8958   1.20e+02  2.58e+02  4.74e+02  
  831     173.1042   7.74e+01  1.72e+02  3.13e+02  
  832     173.3125   1.13e+02  2.35e+02  4.31e+02  
  833     173.5208   8.18e+01  1.73e+02  3.15e+02  
  834     173.7292   1.41e+02  2.81e+02  5.01e+02  
  835     173.9375   1.12e+02  2.23e+02  3.61e+02  
  836     174.1458   1.08e+02  2.16e+02  3.57e+02  
  837     174.3542   1.04e+02  2.09e+02  3.52e+02  
  838     174.5625   1.18e+02  2.29e+02  3.50e+02  
  839     174.7708   1.32e+02  2.17e+02  3.56e+02  
  840     174.9792   6.89e+01  1.92e+02  3.17e+02  
  841     175.1875   8.56e+01  1.56e+02  2.63e+02  
  842     175.3958   5.98e+01  1.13e+02  1.96e+02  
  843     175.6042   1.09e+02  1.98e+02  3.10e+02  
  844     175.8125   1.12e+02  1.93e+02  3.01e+02  
  845     176.0208   1.04e+02  1.81e+02  2.12e+02  
  846     176.2292   9.59e+01  1.71e+02  2.37e+02  
  847     176.4375   7.47e+01  1.34e+02  1.95e+02  
  848     176.6458   1.10e+02  1.75e+02  2.53e+02  
  849     176.8542   7.07e+01  1.21e+02  1.85e+02  
  850     177.0625   1.06e+02  1.65e+02  2.23e+02  
  851     177.2708   4.84e+01  8.20e+01  1.10e+02  
  852     177.4792   6.24e+01  9.36e+01  1.56e+02  
  853     177.6875   6.98e+01  1.16e+02  1.76e+02  
  854     177.8958   5.96e+01  9.14e+01  1.47e+02  
  855     178.1042   7.48e+01  1.49e+02  2.52e+02  
  856     178.3125   6.03e+01  1.10e+02  1.98e+02  
  857     178.5208   9.64e+01  1.74e+02  2.93e+02  
  858     178.7292   6.88e+01  1.22e+02  2.14e+02  
  859     178.9375   1.26e+02  2.42e+02  3.68e+02  
  860     179.1458   9.28e+01  1.70e+02  2.65e+02  
  861     179.3542   1.34e+02  2.19e+02  3.59e+02  
  862     179.5625   1.18e+02  2.00e+02  3.34e+02  
  863     179.7708   6.29e+01  1.16e+02  2.06e+02  
  864     179.9792   1.61e+02  2.89e+02  4.60e+02  
  865     180.1875   8.56e+01  1.68e+02  2.90e+02  
