;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
 1265          263.5208      -3.15e+01       5.44e+02       1.55e+00
 1266          263.7292      -2.65e+01       5.38e+02       2.00e+00
 1267          263.9375      -3.05e+01       5.18e+02       3.30e+00
 1268          264.1458      -3.50e+01       5.23e+02       5.50e+00
 1269          264.3542      -5.60e+01       4.90e+02       3.80e+00
 1270          264.5625      -4.30e+01       5.34e+02       3.45e+00
 1271          264.7708      -2.95e+01       4.77e+02       2.35e+00
 1272          264.9792      -2.60e+01       4.61e+02       1.70e+00
 1273          265.1875      -2.35e+01       4.26e+02       2.15e+00
 1274          265.3958      -1.95e+01       4.20e+02       2.25e+00
 1275          265.6042      -1.60e+01       4.04e+02       2.20e+00
 1276          265.8125      -1.70e+01       4.08e+02       1.10e+00
 1277          266.0208      -2.70e+01       4.00e+02       1.60e+00
 1278          266.2292      -2.30e+01       3.92e+02       1.55e+00
 1279          266.4375      -2.05e+01       3.82e+02       1.75e+00
 1280          266.6458      -1.80e+01       3.80e+02       2.55e+00
 1281          266.8542      -1.20e+01       3.86e+02       2.35e+00
 1282          267.0625      -1.25e+01       3.64e+02       2.05e+00
 1283          267.2708      -8.00e+00       3.86e+02       3.00e+00
 1284          267.4792      -8.50e+00       3.52e+02       3.05e+00
 1285          267.6875      -1.05e+01       3.50e+02       2.95e+00
 1286          267.8958      -1.40e+01       3.51e+02       3.60e+00
 1287          268.1042      -2.25e+01       3.41e+02       2.85e+00
 1288          268.3125      -2.35e+01       3.26e+02       3.50e+00
 1289          268.5208      -1.90e+01       3.44e+02       6.50e+00
 1290          268.7292      -2.25e+01       3.36e+02       1.04e+01
 1291          268.9375      -2.00e+01       3.54e+02       2.54e+01
 1292          269.1458      -2.20e+01       3.30e+02       1.43e+01
 1293          269.3542      -2.90e+01       4.26e+02       9.85e+00
 1294          269.5625      -1.40e+01       5.02e+02       7.85e+00
 1295          269.7708      -1.85e+01       5.22e+02       4.00e+00
 1296          269.9792      -1.95e+01       5.30e+02       2.80e+00
 1297          270.1875      -1.60e+01       5.16e+02       2.25e+00
 1298          270.3958      -2.50e+01       4.90e+02       2.10e+00
 1299          270.6042      -1.90e+01       4.57e+02       2.15e+00
 1300          270.8125      -1.20e+01       4.34e+02       2.55e+00
 1301          271.0208      -1.50e+01       4.25e+02       2.55e+00
 1302          271.2292      -9.50e+00       4.06e+02       2.35e+00
 1303          271.4375      -1.45e+01       3.98e+02       2.15e+00
 1304          271.6458      -9.00e+00       3.76e+02       1.70e+00
 1305          271.8542      -3.00e+00       3.82e+02       2.35e+00
 1306          272.0625       5.00e-01       4.06e+02       2.05e+00
 1307          272.2708      -5.50e+00       3.63e+02       2.75e+00
 1308          272.4792      -5.00e-01       3.80e+02       3.25e+00
 1309          272.6875       7.00e+00       3.89e+02       3.55e+00
 1310          272.8958      -5.50e+00       3.92e+02       3.60e+00
 1311          273.1042      -7.50e+00       3.90e+02       4.15e+00
 1312          273.3125      -1.15e+01       3.86e+02       3.40e+00
 1313          273.5208      -1.05e+01       3.88e+02       3.30e+00
 1314          273.7292      -4.50e+00       3.82e+02       2.65e+00
 1315          273.9375      -7.50e+00       3.80e+02       2.55e+00
 1316          274.1458      -7.50e+00       3.62e+02       2.45e+00
 1317          274.3542      -3.50e+00       3.42e+02       1.85e+00
 1318          274.5625      -2.50e+00       3.28e+02       2.70e+00
 1319          274.7708      -2.50e+00       3.35e+02       2.80e+00
 1320          274.9792      -9.00e+00       3.16e+02       2.80e+00
 1321          275.1875      -2.00e+00       3.08e+02       3.15e+00
 1322          275.3958      -4.00e+00       3.22e+02       2.15e+00
 1323          275.6042       1.00e+00       3.32e+02       2.85e+00
 1324          275.8125       1.00e+00       3.00e+02       4.50e+00
 1325          276.0208      -3.00e+00       3.00e+02       4.45e+00
 1326          276.2292       5.00e-01       3.48e+02       7.95e+00
 1327          276.4375      -2.60e+01       3.54e+02       6.35e+00
 1328          276.6458      -1.70e+01       3.50e+02       4.05e+00
 1329          276.8542      -9.00e+00       2.86e+02       5.15e+00
 1330          277.0625      -7.00e+00       3.14e+02       4.10e+00
 1331          277.2708      -8.50e+00       3.10e+02       3.15e+00
 1332          277.4792      -8.50e+00       3.20e+02       2.65e+00
 1333          277.6875      -8.50e+00       3.12e+02       2.35e+00
 1334          277.8958      -7.50e+00       3.02e+02       2.55e+00
 1335          278.1042      -6.50e+00       3.03e+02       2.30e+00
 1336          278.3125      -4.50e+00       3.18e+02       2.25e+00
 1337          278.5208      -7.00e+00       3.16e+02       2.75e+00
 1338          278.7292      -4.00e+00       3.16e+02       2.95e+00
 1339          278.9375       1.50e+00       3.08e+02       2.85e+00
 1340          279.1458      -1.00e+00       2.86e+02       2.80e+00
 1341          279.3542      -1.00e+00       2.89e+02       2.85e+00
 1342          279.5625       0.00e+00       2.85e+02       3.20e+00
 1343          279.7708       7.50e+00       3.11e+02       6.65e+00
 1344          279.9792       1.50e+01       3.08e+02       8.70e+00
 1345          280.1875       1.00e+01       3.00e+02       6.10e+00
 1346          280.3958       1.00e+01       2.92e+02       5.95e+00
 1347          280.6042       8.50e+00       3.18e+02       4.25e+00
 1348          280.8125       7.00e+00       3.02e+02       4.15e+00
 1349          281.0208       9.50e+00       2.86e+02       3.55e+00
 1350          281.2292       1.05e+01       2.82e+02       4.65e+00
 1351          281.4375       9.00e+00       2.76e+02       5.30e+00
 1352          281.6458       9.50e+00       2.88e+02       8.75e+00
 1353          281.8542       5.50e+00       2.80e+02       6.70e+00
 1354          282.0625       4.50e+00       2.78e+02       1.34e+01
 1355          282.2708       7.50e+00       2.84e+02       2.13e+01
 1356          282.4792       7.50e+00       2.85e+02       2.40e+01
 1357          282.6875       5.00e+00       3.05e+02       1.31e+01
 1358          282.8958      -9.50e+00       3.30e+02       8.45e+00
 1359          283.1042      -6.50e+00       3.54e+02       9.80e+00
 1360          283.3125      -2.00e+00       3.66e+02       1.13e+01
 1361          283.5208      -4.00e+00       3.50e+02       6.05e+00
 1362          283.7292      -9.50e+00       4.17e+02       4.85e+00
 1363          283.9375      -9.00e+00       5.06e+02       7.25e+00
 1364          284.1458      -1.95e+01       5.31e+02       5.10e+00
 1365          284.3542      -1.85e+01       4.96e+02       4.40e+00
 1366          284.5625       1.50e+00       4.94e+02       4.50e+00
 1367          284.7708      -9.50e+00       4.82e+02       1.15e+00
 1368          284.9792      -9.00e+00       4.56e+02       9.00e-01
 1369          285.1875      -3.50e+00       4.44e+02       9.00e-01
 1370          285.3958      -5.00e-01       4.21e+02       8.00e-01
 1371          285.6042      -5.00e-01       4.10e+02       1.25e+00
 1372          285.8125      -8.50e+00       3.86e+02       1.05e+00
 1373          286.0208      -4.50e+00       3.94e+02       1.95e+00
 1374          286.2292       2.00e+00       4.13e+02       2.60e+00
 1375          286.4375      -1.55e+01       4.01e+02       2.60e+00
 1376          286.6458      -1.75e+01       3.94e+02       3.40e+00
 1377          286.8542      -1.60e+01       3.80e+02       4.30e+00
 1378          287.0625      -6.50e+00       3.92e+02       5.20e+00
 1379          287.2708       2.00e+00       3.74e+02       5.90e+00
 1380          287.4792      -6.00e+00       3.42e+02       3.05e+00
 1381          287.6875      -4.50e+00       3.68e+02       2.30e+00
 1382          287.8958      -1.80e+01       3.48e+02       2.35e+00
 1383          288.1042      -1.45e+01       3.48e+02       2.00e+00
 1384          288.3125      -1.85e+01       3.46e+02       2.45e+00
 1385          288.5208      -9.00e+00       3.52e+02       3.05e+00
 1386          288.7292      -3.50e+00       3.38e+02       3.10e+00
 1387          288.9375      -1.05e+01       3.35e+02       2.90e+00
 1388          289.1458       3.00e+00       3.44e+02       7.05e+00
 1389          289.3542       5.50e+00       3.42e+02       7.40e+00
 1390          289.5625       2.00e+00       3.40e+02       4.60e+00
 1391          289.7708       3.00e+00       3.30e+02       6.10e+00
 1392          289.9792       4.50e+00       3.36e+02       1.36e+01
 1393          290.1875      -5.50e+00       3.13e+02       4.45e+00
 1394          290.3958      -4.00e+00       3.08e+02       5.05e+00
 1395          290.6042       1.50e+00       3.22e+02       4.10e+00
 1396          290.8125       4.00e+00       3.48e+02       1.01e+01
 1397          291.0208       1.25e+01       4.31e+02       2.21e+01
 1398          291.2292      -3.90e+01       4.90e+02       1.03e+01
 1399          291.4375      -4.40e+01       6.30e+02       3.00e+00
 1400          291.6458      -3.00e+01       6.06e+02       2.70e+00
 1401          291.8542      -3.30e+01       5.71e+02       2.15e+00
 1402          292.0625      -2.20e+01       5.24e+02       1.55e+00
 1403          292.2708      -1.50e+01       4.68e+02       2.90e+00
 1404          292.4792      -2.40e+01       4.58e+02       2.30e+00
 1405          292.6875      -1.80e+01       4.44e+02       2.65e+00
 1406          292.8958      -1.55e+01       4.14e+02       3.55e+00
 1407          293.1042      -1.00e+01       4.10e+02       4.15e+00
 1408          293.3125      -2.10e+01       4.03e+02       5.00e+00
 1409          293.5208      -1.45e+01       4.02e+02       2.95e+00
 1410          293.7292      -1.35e+01       4.00e+02       2.40e+00
 1411          293.9375      -5.00e+00       3.82e+02       3.00e+00
 1412          294.1458      -5.50e+00       3.73e+02       3.20e+00
 1413          294.3542      -1.10e+01       3.63e+02       3.25e+00
 1414          294.5625      -9.50e+00       3.62e+02       3.30e+00
 1415          294.7708      -4.50e+00       3.37e+02       3.05e+00
 1416          294.9792      -6.00e+00       3.26e+02       3.30e+00
 1417          295.1875      -5.00e+00       3.15e+02       3.25e+00
 1418          295.3958      -9.00e+00       3.20e+02       3.15e+00
 1419          295.6042      -8.00e+00       3.04e+02       3.10e+00
 1420          295.8125      -3.00e+00       2.88e+02       4.10e+00
 1421          296.0208       3.50e+00       2.86e+02       5.85e+00
 1422          296.2292       4.00e+00       2.81e+02       7.45e+00
 1423          296.4375       1.00e+01       2.82e+02       1.18e+01
 1424          296.6458       2.75e+01       3.14e+02       3.39e+01
 1425          296.8542       2.50e+01       2.94e+02       3.00e+01
 1426          297.0625       1.20e+01       3.36e+02       1.51e+01
 1427          297.2708       4.00e+00       3.69e+02       1.46e+01
 1428          297.4792       4.00e+00       3.75e+02       1.13e+01
 1429          297.6875      -3.10e+01       4.78e+02       6.15e+00
 1430          297.8958      -1.70e+01       5.84e+02       6.15e+00
 1431          298.1042      -5.50e+00       5.72e+02       5.55e+00
 1432          298.3125      -1.60e+01       4.75e+02       5.30e+00
 1433          298.5208      -1.40e+01       4.82e+02       5.95e+00
 1434          298.7292      -1.20e+01       4.88e+02       1.85e+00
 1435          298.9375      -1.30e+01       4.46e+02       7.00e-01
 1436          299.1458      -4.50e+00       4.67e+02       3.80e+00
 1437          299.3542      -2.20e+01       4.90e+02       1.20e+00
 1438          299.5625      -1.15e+01       4.32e+02       1.80e+00
 1439          299.7708      -1.50e+01       4.17e+02       1.30e+00
 1440          299.9792      -8.50e+00       4.12e+02       1.65e+00
 1441          300.1875      -5.00e+00       4.28e+02       1.75e+00
 1442          300.3958      -1.05e+01       4.02e+02       1.90e+00
 1443          300.6042      -6.00e+00       3.90e+02       2.30e+00
 1444          300.8125      -7.50e+00       3.86e+02       2.55e+00
 1445          301.0208       5.00e-01       3.80e+02       2.00e+00
 1446          301.2292      -9.50e+00       3.66e+02       2.55e+00
 1447          301.4375      -6.50e+00       3.54e+02       2.85e+00
 1448          301.6458      -7.50e+00       3.55e+02       2.60e+00
 1449          301.8542      -6.00e+00       3.48e+02       3.70e+00
 1450          302.0625      -1.50e+00       3.57e+02       4.70e+00
 1451          302.2708      -6.50e+00       3.47e+02       3.85e+00
 1452          302.4792      -5.50e+00       3.58e+02       2.90e+00
 1453          302.6875      -1.50e+01       3.74e+02       3.25e+00
 1454          302.8958      -1.60e+01       3.59e+02       3.30e+00
 1455          303.1042      -4.50e+00       3.60e+02       3.05e+00
 1456          303.3125      -8.00e+00       3.56e+02       3.35e+00
 1457          303.5208      -6.50e+00       3.50e+02       3.30e+00
 1458          303.7292      -1.00e+01       3.43e+02       3.05e+00
 1459          303.9375      -1.10e+01       3.44e+02       2.95e+00
 1460          304.1458      -6.50e+00       3.61e+02       3.35e+00
 1461          304.3542      -6.00e+00       3.29e+02       3.35e+00
 1462          304.5625      -1.50e+00       3.45e+02       2.80e+00
